application_id,county,program,application_date,age,application_stage,status,completion_status,reason_not_enrolled,cohort_year,Applied,Screened,Interviewed,Enrolled,Drop-off Stage
PTG-105725,Mombasa,Mombasa Girls in STEM,2016-11-03,23,Enrolled,Enrolled,Completed,N/A - Enrolled,2016,Yes,Yes,Yes,Yes,Enrolled
PTG-105746,Nairobi,STEM Cafe Kenya,2022-08-08,17,Interviewed - Not Enrolled,Rejected,Not Enrolled,Ineligible (age/criteria),2022,Yes,Yes,Yes,No,Interview Drop-off
PTG-117708,Nairobi,Technovation,2017-05-07,24,Screened - Not Interviewed,Rejected,Not Enrolled,Session full / capacity reached,2017,Yes,Yes,No,No,Screening Drop-off
PTG-104268,Kisumu,Africa Code Week,2016-12-28,27,Applied Only - No Further Progress,Withdrawn,Not Enrolled,Session full / capacity reached,2016,Yes,No,No,No,Application Drop-off
PTG-113059,Nakuru,STEM Cafe Kenya,2018-07-25,19,Enrolled,Enrolled,Completed,N/A - Enrolled,2018,Yes,Yes,Yes,Yes,Enrolled
PTG-100562,Nakuru,STEM Cafe Kenya,2023-08-09,23,Applied Only - No Further Progress,Rejected,Not Enrolled,Device unavailable,2023,Yes,No,No,No,Application Drop-off
PTG-119708,Nakuru,STEM Cafe Kenya,2026-03-17,22,Applied Only - No Further Progress,Rejected,Not Enrolled,Failed screening,2026,Yes,No,No,No,Application Drop-off
PTG-102109,Mombasa,Mombasa Girls in STEM,2019-09-12,17,Enrolled,Enrolled,Dropped Out,N/A - Enrolled,2019,Yes,Yes,Yes,Yes,Enrolled
PTG-117890,Mombasa,Django Girls,2024-10-01,20,Enrolled,Enrolled,Completed,N/A - Enrolled,2024,Yes,Yes,Yes,Yes,Enrolled
PTG-117424,Nairobi,Django Girls,2019-05-22,21,Applied Only - No Further Progress,Withdrawn,Not Enrolled,Failed screening,2019,Yes,No,No,No,Application Drop-off
PTG-104615,Mombasa,STEM Cafe Kenya,2024-08-26,17,Screened - Not Interviewed,Rejected,Not Enrolled,Device unavailable,2024,Yes,Yes,No,No,Screening Drop-off
PTG-108055,Mombasa,Mombasa Girls in STEM,2019-01-21,22,Enrolled,Enrolled,Completed,N/A - Enrolled,2019,Yes,Yes,Yes,Yes,Enrolled
PTG-107346,Mombasa,STEM Cafe Kenya,2026-03-21,17,Enrolled,Enrolled,Completed,N/A - Enrolled,2026,Yes,Yes,Yes,Yes,Enrolled
PTG-119722,Kisumu,STEM Cafe Kenya,2019-09-02,19,Applied Only - No Further Progress,Rejected,Not Enrolled,Ineligible (age/criteria),2019,Yes,No,No,No,Application Drop-off
PTG-115394,Lamu,Technovation,2023-03-17,18,Screened - Not Interviewed,Rejected,Not Enrolled,Applicant withdrew,2023,Yes,Yes,No,No,Screening Drop-off
PTG-109155,Nairobi,Codehack,2024-05-19,20,Applied Only - No Further Progress,Rejected,Not Enrolled,Device unavailable,2024,Yes,No,No,No,Application Drop-off
PTG-114377,Nairobi,STEM Cafe Kenya,2025-06-27,20,Applied Only - No Further Progress,Withdrawn,Not Enrolled,Session full / capacity reached,2025,Yes,No,No,No,Application Drop-off
PTG-116668,Nakuru,STEM Cafe Kenya,2022-02-04,17,Screened - Not Interviewed,Rejected,Not Enrolled,Applicant withdrew,2022,Yes,Yes,No,No,Screening Drop-off
PTG-117604,Nairobi,Codehack,2021-12-02,18,Enrolled,Enrolled,Completed,N/A - Enrolled,2021,Yes,Yes,Yes,Yes,Enrolled
PTG-102756,Nairobi,Technovation,2022-01-29,20,Enrolled,Enrolled,Completed,N/A - Enrolled,2022,Yes,Yes,Yes,Yes,Enrolled
PTG-111976,Mombasa,Mombasa Girls in STEM,2023-08-05,20,Enrolled,Enrolled,Dropped Out,N/A - Enrolled,2023,Yes,Yes,Yes,Yes,Enrolled
PTG-105760,Mombasa,STEM Cafe Kenya,2022-02-12,25,Screened - Not Interviewed,Rejected,Not Enrolled,Session full / capacity reached,2022,Yes,Yes,No,No,Screening Drop-off
PTG-116665,Nakuru,STEM Cafe Kenya,2022-10-22,19,Enrolled,Enrolled,Completed,N/A - Enrolled,2022,Yes,Yes,Yes,Yes,Enrolled
PTG-104617,Nairobi,Mombasa Girls in STEM,2021-12-13,27,Enrolled,Enrolled,Completed,N/A - Enrolled,2021,Yes,Yes,Yes,Yes,Enrolled
PTG-108952,Nairobi,Mombasa Girls in STEM,2019-07-19,19,Enrolled,Enrolled,Completed,N/A - Enrolled,2019,Yes,Yes,Yes,Yes,Enrolled
PTG-119246,Nakuru,Codehack,2020-06-06,18,Applied Only - No Further Progress,Withdrawn,Not Enrolled,Device unavailable,2020,Yes,No,No,No,Application Drop-off
PTG-102328,Mombasa,Technovation,2020-07-26,22,Interviewed - Not Enrolled,Withdrawn,Not Enrolled,Device unavailable,2020,Yes,Yes,Yes,No,Interview Drop-off
PTG-114542,Mombasa,Django Girls,2024-10-04,22,Enrolled,Enrolled,Completed,N/A - Enrolled,2024,Yes,Yes,Yes,Yes,Enrolled
PTG-102168,Mombasa,Django Girls,2025-12-14,17,Enrolled,Enrolled,Completed,N/A - Enrolled,2025,Yes,Yes,Yes,Yes,Enrolled
PTG-119169,Nakuru,Django Girls,2016-04-19,19,Screened - Not Interviewed,Rejected,Not Enrolled,Session full / capacity reached,2016,Yes,Yes,No,No,Screening Drop-off
PTG-115152,Lamu,Mombasa Girls in STEM,2024-07-31,20,Applied Only - No Further Progress,Rejected,Not Enrolled,Session full / capacity reached,2024,Yes,No,No,No,Application Drop-off
PTG-112374,Mombasa,Django Girls,2024-04-04,23,Enrolled,Enrolled,Completed,N/A - Enrolled,2024,Yes,Yes,Yes,Yes,Enrolled
PTG-120094,Mombasa,Mombasa Girls in STEM,2023-09-05,22,Enrolled,Enrolled,Completed,N/A - Enrolled,2023,Yes,Yes,Yes,Yes,Enrolled
PTG-117189,Nakuru,Codehack,2023-11-07,19,Screened - Not Interviewed,Rejected,Not Enrolled,Device unavailable,2023,Yes,Yes,No,No,Screening Drop-off
PTG-102882,Nakuru,Technovation,2025-11-26,21,Applied Only - No Further Progress,Rejected,Not Enrolled,Device unavailable,2025,Yes,No,No,No,Application Drop-off
PTG-116041,Mombasa,STEM Cafe Kenya,2022-08-25,23,Applied Only - No Further Progress,Rejected,Not Enrolled,No trainer capacity,2022,Yes,No,No,No,Application Drop-off
PTG-119056,Nakuru,Technovation,2022-04-12,22,Enrolled,Enrolled,Completed,N/A - Enrolled,2022,Yes,Yes,Yes,Yes,Enrolled
PTG-119304,Kisumu,Codehack,2024-12-17,17,Applied Only - No Further Progress,Withdrawn,Not Enrolled,Device unavailable,2024,Yes,No,No,No,Application Drop-off
PTG-119488,Lamu,Codehack,2018-04-17,19,Interviewed - Not Enrolled,Rejected,Not Enrolled,Session full / capacity reached,2018,Yes,Yes,Yes,No,Interview Drop-off
PTG-118123,Kisumu,STEM Cafe Kenya,2020-10-09,20,Enrolled,Enrolled,Completed,N/A - Enrolled,2020,Yes,Yes,Yes,Yes,Enrolled
PTG-113164,Kisumu,Africa Code Week,2021-01-19,20,Enrolled,Enrolled,Completed,N/A - Enrolled,2021,Yes,Yes,Yes,Yes,Enrolled
PTG-100148,Mombasa,Mombasa Girls in STEM,2026-03-06,18,Enrolled,Enrolled,Completed,N/A - Enrolled,2026,Yes,Yes,Yes,Yes,Enrolled
PTG-118085,Mombasa,Mombasa Girls in STEM,2023-06-14,21,Applied Only - No Further Progress,Withdrawn,Not Enrolled,Failed screening,2023,Yes,No,No,No,Application Drop-off
PTG-109286,Nakuru,Africa Code Week,2026-01-08,17,Enrolled,Enrolled,Dropped Out,N/A - Enrolled,2026,Yes,Yes,Yes,Yes,Enrolled
PTG-114401,Nakuru,STEM Cafe Kenya,2019-01-14,21,Applied Only - No Further Progress,Rejected,Not Enrolled,No trainer capacity,2019,Yes,No,No,No,Application Drop-off
PTG-117312,Mombasa,Mombasa Girls in STEM,2021-03-16,18,Screened - Not Interviewed,Rejected,Not Enrolled,Session full / capacity reached,2021,Yes,Yes,No,No,Screening Drop-off
PTG-100528,Nairobi,Technovation,2026-04-21,22,Enrolled,Enrolled,In Progress,N/A - Enrolled,2026,Yes,Yes,Yes,Yes,Enrolled
PTG-117647,Kisumu,Technovation,2025-06-07,24,Enrolled,Enrolled,Completed,N/A - Enrolled,2025,Yes,Yes,Yes,Yes,Enrolled
PTG-112627,Nairobi,Technovation,2023-05-05,18,Enrolled,Enrolled,Dropped Out,N/A - Enrolled,2023,Yes,Yes,Yes,Yes,Enrolled
PTG-111141,Mombasa,Mombasa Girls in STEM,2025-04-21,22,Interviewed - Not Enrolled,Rejected,Not Enrolled,Applicant withdrew,2025,Yes,Yes,Yes,No,Interview Drop-off
PTG-104896,Nakuru,STEM Cafe Kenya,2024-09-18,20,Interviewed - Not Enrolled,Withdrawn,Not Enrolled,Device unavailable,2024,Yes,Yes,Yes,No,Interview Drop-off
PTG-110806,Nairobi,Africa Code Week,2022-04-14,17,Screened - Not Interviewed,Rejected,Not Enrolled,Applicant withdrew,2022,Yes,Yes,No,No,Screening Drop-off
PTG-102292,Mombasa,STEM Cafe Kenya,2020-02-17,24,Applied Only - No Further Progress,Rejected,Not Enrolled,No trainer capacity,2020,Yes,No,No,No,Application Drop-off
PTG-111328,Nairobi,STEM Cafe Kenya,2026-02-14,19,Applied Only - No Further Progress,Withdrawn,Not Enrolled,No trainer capacity,2026,Yes,No,No,No,Application Drop-off
PTG-106455,Kisumu,Technovation,2024-05-31,18,Enrolled,Enrolled,Completed,N/A - Enrolled,2024,Yes,Yes,Yes,Yes,Enrolled
PTG-100382,Nairobi,Codehack,2016-03-21,21,Enrolled,Enrolled,Completed,N/A - Enrolled,2016,Yes,Yes,Yes,Yes,Enrolled
PTG-108678,Mombasa,Codehack,2017-03-12,18,Applied Only - No Further Progress,Withdrawn,Not Enrolled,Ineligible (age/criteria),2017,Yes,No,No,No,Application Drop-off
PTG-119869,Lamu,Django Girls,2019-07-24,22,Applied Only - No Further Progress,Withdrawn,Not Enrolled,Applicant withdrew,2019,Yes,No,No,No,Application Drop-off
PTG-118713,Kisumu,Codehack,2021-09-03,18,Applied Only - No Further Progress,Withdrawn,Not Enrolled,No trainer capacity,2021,Yes,No,No,No,Application Drop-off
PTG-105798,Nakuru,Africa Code Week,2020-07-30,21,Screened - Not Interviewed,Rejected,Not Enrolled,Device unavailable,2020,Yes,Yes,No,No,Screening Drop-off
PTG-115422,Lamu,Technovation,2022-07-18,22,Applied Only - No Further Progress,Withdrawn,Not Enrolled,Ineligible (age/criteria),2022,Yes,No,No,No,Application Drop-off
PTG-109606,Mombasa,Django Girls,2025-04-06,17,Screened - Not Interviewed,Rejected,Not Enrolled,No trainer capacity,2025,Yes,Yes,No,No,Screening Drop-off
PTG-112781,Nakuru,Django Girls,2019-12-23,22,Enrolled,Enrolled,Completed,N/A - Enrolled,2019,Yes,Yes,Yes,Yes,Enrolled
PTG-105892,Nairobi,Africa Code Week,2024-01-08,21,Interviewed - Not Enrolled,Withdrawn,Not Enrolled,Failed screening,2024,Yes,Yes,Yes,No,Interview Drop-off
PTG-105899,Nakuru,STEM Cafe Kenya,2024-10-25,18,Applied Only - No Further Progress,Withdrawn,Not Enrolled,Ineligible (age/criteria),2024,Yes,No,No,No,Application Drop-off
PTG-112895,Kisumu,Codehack,2018-05-18,17,Enrolled,Enrolled,Dropped Out,N/A - Enrolled,2018,Yes,Yes,Yes,Yes,Enrolled
PTG-104936,Nakuru,Mombasa Girls in STEM,2023-05-20,20,Applied Only - No Further Progress,Rejected,Not Enrolled,Ineligible (age/criteria),2023,Yes,No,No,No,Application Drop-off
PTG-103778,Mombasa,STEM Cafe Kenya,2022-06-12,17,Applied Only - No Further Progress,Withdrawn,Not Enrolled,Session full / capacity reached,2022,Yes,No,No,No,Application Drop-off
PTG-110540,Nairobi,Codehack,2025-11-14,21,Screened - Not Interviewed,Rejected,Not Enrolled,Failed screening,2025,Yes,Yes,No,No,Screening Drop-off
PTG-111987,Nakuru,STEM Cafe Kenya,2024-05-10,21,Applied Only - No Further Progress,Rejected,Not Enrolled,No trainer capacity,2024,Yes,No,No,No,Application Drop-off
PTG-110661,Nakuru,Codehack,2022-12-21,23,Enrolled,Enrolled,In Progress,N/A - Enrolled,2022,Yes,Yes,Yes,Yes,Enrolled
PTG-116347,Mombasa,STEM Cafe Kenya,2023-11-08,17,Applied Only - No Further Progress,Rejected,Not Enrolled,Session full / capacity reached,2023,Yes,No,No,No,Application Drop-off
PTG-102722,Mombasa,Codehack,2016-10-02,17,Screened - Not Interviewed,Rejected,Not Enrolled,Ineligible (age/criteria),2016,Yes,Yes,No,No,Screening Drop-off
PTG-115798,Lamu,STEM Cafe Kenya,2026-04-05,17,Enrolled,Enrolled,In Progress,N/A - Enrolled,2026,Yes,Yes,Yes,Yes,Enrolled
PTG-102138,Mombasa,STEM Cafe Kenya,2025-11-11,20,Applied Only - No Further Progress,Rejected,Not Enrolled,Failed screening,2025,Yes,No,No,No,Application Drop-off
PTG-110376,Nairobi,Codehack,2015-01-02,20,Applied Only - No Further Progress,Rejected,Not Enrolled,Device unavailable,2015,Yes,No,No,No,Application Drop-off
PTG-110174,Mombasa,Technovation,2022-07-22,22,Enrolled,Enrolled,Completed,N/A - Enrolled,2022,Yes,Yes,Yes,Yes,Enrolled
PTG-115423,Kisumu,Technovation,2025-09-29,22,Interviewed - Not Enrolled,Rejected,Not Enrolled,Applicant withdrew,2025,Yes,Yes,Yes,No,Interview Drop-off
PTG-101179,Nakuru,Technovation,2021-09-11,20,Interviewed - Not Enrolled,Withdrawn,Not Enrolled,Device unavailable,2021,Yes,Yes,Yes,No,Interview Drop-off
PTG-111194,Nairobi,Africa Code Week,2023-04-17,24,Applied Only - No Further Progress,Rejected,Not Enrolled,Session full / capacity reached,2023,Yes,No,No,No,Application Drop-off
PTG-112686,Mombasa,Africa Code Week,2017-06-04,18,Enrolled,Enrolled,Completed,N/A - Enrolled,2017,Yes,Yes,Yes,Yes,Enrolled
PTG-112739,Mombasa,Africa Code Week,2020-10-01,20,Screened - Not Interviewed,Rejected,Not Enrolled,Ineligible (age/criteria),2020,Yes,Yes,No,No,Screening Drop-off
PTG-109123,Mombasa,Technovation,2024-08-10,21,Applied Only - No Further Progress,Withdrawn,Not Enrolled,Ineligible (age/criteria),2024,Yes,No,No,No,Application Drop-off
PTG-103846,Mombasa,STEM Cafe Kenya,2022-03-03,19,Screened - Not Interviewed,Rejected,Not Enrolled,Device unavailable,2022,Yes,Yes,No,No,Screening Drop-off
PTG-105221,Nairobi,Django Girls,2025-12-21,20,Enrolled,Enrolled,Dropped Out,N/A - Enrolled,2025,Yes,Yes,Yes,Yes,Enrolled
PTG-107190,Mombasa,Africa Code Week,2025-09-12,21,Enrolled,Enrolled,Completed,N/A - Enrolled,2025,Yes,Yes,Yes,Yes,Enrolled
PTG-108017,Nakuru,Technovation,2025-02-02,19,Applied Only - No Further Progress,Rejected,Not Enrolled,Session full / capacity reached,2025,Yes,No,No,No,Application Drop-off
PTG-108705,Nairobi,Codehack,2018-01-09,17,Enrolled,Enrolled,Completed,N/A - Enrolled,2018,Yes,Yes,Yes,Yes,Enrolled
PTG-100328,Mombasa,Mombasa Girls in STEM,2021-01-30,24,Enrolled,Enrolled,Completed,N/A - Enrolled,2021,Yes,Yes,Yes,Yes,Enrolled
PTG-101937,Nairobi,Technovation,2024-03-23,17,Screened - Not Interviewed,Rejected,Not Enrolled,Device unavailable,2024,Yes,Yes,No,No,Screening Drop-off
PTG-113661,Nakuru,Mombasa Girls in STEM,2023-12-22,20,Enrolled,Enrolled,Completed,N/A - Enrolled,2023,Yes,Yes,Yes,Yes,Enrolled
PTG-107127,Mombasa,Technovation,2025-02-25,17,Applied Only - No Further Progress,Withdrawn,Not Enrolled,Applicant withdrew,2025,Yes,No,No,No,Application Drop-off
PTG-111301,Nairobi,Technovation,2023-05-05,25,Applied Only - No Further Progress,Withdrawn,Not Enrolled,Device unavailable,2023,Yes,No,No,No,Application Drop-off
PTG-106010,Nairobi,Mombasa Girls in STEM,2019-03-07,21,Applied Only - No Further Progress,Rejected,Not Enrolled,Session full / capacity reached,2019,Yes,No,No,No,Application Drop-off
PTG-108191,Nairobi,Django Girls,2018-10-19,17,Screened - Not Interviewed,Rejected,Not Enrolled,Device unavailable,2018,Yes,Yes,No,No,Screening Drop-off
PTG-116013,Lamu,Technovation,2025-04-24,25,Applied Only - No Further Progress,Withdrawn,Not Enrolled,Session full / capacity reached,2025,Yes,No,No,No,Application Drop-off
PTG-119244,Nairobi,Mombasa Girls in STEM,2023-11-06,24,Applied Only - No Further Progress,Withdrawn,Not Enrolled,Device unavailable,2023,Yes,No,No,No,Application Drop-off
PTG-100115,Nairobi,Codehack,2023-11-26,20,Applied Only - No Further Progress,Withdrawn,Not Enrolled,Device unavailable,2023,Yes,No,No,No,Application Drop-off
PTG-106351,Kisumu,Africa Code Week,2026-01-09,28,Applied Only - No Further Progress,Withdrawn,Not Enrolled,Applicant withdrew,2026,Yes,No,No,No,Application Drop-off
PTG-113470,Kisumu,Mombasa Girls in STEM,2017-06-30,20,Screened - Not Interviewed,Rejected,Not Enrolled,Ineligible (age/criteria),2017,Yes,Yes,No,No,Screening Drop-off
PTG-110989,Mombasa,Technovation,2022-01-06,17,Applied Only - No Further Progress,Withdrawn,Not Enrolled,No trainer capacity,2022,Yes,No,No,No,Application Drop-off
PTG-101539,Mombasa,Codehack,2021-06-23,18,Enrolled,Enrolled,Completed,N/A - Enrolled,2021,Yes,Yes,Yes,Yes,Enrolled
PTG-109338,Nairobi,Django Girls,2022-04-28,25,Screened - Not Interviewed,Rejected,Not Enrolled,No trainer capacity,2022,Yes,Yes,No,No,Screening Drop-off
PTG-103575,Mombasa,STEM Cafe Kenya,2017-05-30,21,Enrolled,Enrolled,Dropped Out,N/A - Enrolled,2017,Yes,Yes,Yes,Yes,Enrolled
PTG-112119,Kisumu,Codehack,2016-10-10,22,Applied Only - No Further Progress,Withdrawn,Not Enrolled,Session full / capacity reached,2016,Yes,No,No,No,Application Drop-off
PTG-107072,Kisumu,Africa Code Week,2017-06-07,17,Screened - Not Interviewed,Rejected,Not Enrolled,Ineligible (age/criteria),2017,Yes,Yes,No,No,Screening Drop-off
PTG-106789,Kisumu,Technovation,2020-09-26,21,Interviewed - Not Enrolled,Withdrawn,Not Enrolled,Failed screening,2020,Yes,Yes,Yes,No,Interview Drop-off
PTG-101323,Mombasa,Africa Code Week,2023-10-24,21,Enrolled,Enrolled,Completed,N/A - Enrolled,2023,Yes,Yes,Yes,Yes,Enrolled
PTG-103889,Lamu,Mombasa Girls in STEM,2026-02-28,18,Applied Only - No Further Progress,Withdrawn,Not Enrolled,Device unavailable,2026,Yes,No,No,No,Application Drop-off
PTG-115015,Mombasa,Codehack,2020-05-29,20,Screened - Not Interviewed,Rejected,Not Enrolled,No trainer capacity,2020,Yes,Yes,No,No,Screening Drop-off
PTG-117893,Nairobi,Technovation,2020-03-14,17,Enrolled,Enrolled,Completed,N/A - Enrolled,2020,Yes,Yes,Yes,Yes,Enrolled
PTG-110261,Kisumu,Africa Code Week,2025-06-13,21,Screened - Not Interviewed,Rejected,Not Enrolled,No trainer capacity,2025,Yes,Yes,No,No,Screening Drop-off
PTG-101865,Mombasa,Africa Code Week,2023-06-08,19,Applied Only - No Further Progress,Rejected,Not Enrolled,Session full / capacity reached,2023,Yes,No,No,No,Application Drop-off
PTG-102170,Mombasa,STEM Cafe Kenya,2025-07-09,25,Screened - Not Interviewed,Rejected,Not Enrolled,Device unavailable,2025,Yes,Yes,No,No,Screening Drop-off
PTG-104731,Nairobi,Mombasa Girls in STEM,2015-08-23,23,Interviewed - Not Enrolled,Rejected,Not Enrolled,No trainer capacity,2015,Yes,Yes,Yes,No,Interview Drop-off
PTG-100221,Nairobi,Technovation,2026-02-27,24,Screened - Not Interviewed,Rejected,Not Enrolled,Ineligible (age/criteria),2026,Yes,Yes,No,No,Screening Drop-off
PTG-110820,Mombasa,Technovation,2016-03-09,20,Screened - Not Interviewed,Rejected,Not Enrolled,Not Specified,2016,Yes,Yes,No,No,Screening Drop-off
PTG-108179,Nairobi,STEM Cafe Kenya,2020-07-10,19,Enrolled,Enrolled,Completed,N/A - Enrolled,2020,Yes,Yes,Yes,Yes,Enrolled
PTG-108497,Nairobi,Africa Code Week,2018-01-13,22,Applied Only - No Further Progress,Withdrawn,Not Enrolled,Applicant withdrew,2018,Yes,No,No,No,Application Drop-off
PTG-118236,Nairobi,STEM Cafe Kenya,2016-04-06,18,Enrolled,Enrolled,Completed,N/A - Enrolled,2016,Yes,Yes,Yes,Yes,Enrolled
PTG-120011,Mombasa,STEM Cafe Kenya,2018-03-17,19,Applied Only - No Further Progress,Withdrawn,Not Enrolled,Not Specified,2018,Yes,No,No,No,Application Drop-off
PTG-108975,Mombasa,Codehack,2025-12-13,27,Applied Only - No Further Progress,Withdrawn,Not Enrolled,Session full / capacity reached,2025,Yes,No,No,No,Application Drop-off
PTG-100047,Nairobi,Africa Code Week,2021-11-06,17,Applied Only - No Further Progress,Rejected,Not Enrolled,Device unavailable,2021,Yes,No,No,No,Application Drop-off
PTG-111404,Nakuru,Africa Code Week,2017-06-07,21,Screened - Not Interviewed,Rejected,Not Enrolled,Failed screening,2017,Yes,Yes,No,No,Screening Drop-off
PTG-117530,Nakuru,Codehack,2017-10-16,20,Applied Only - No Further Progress,Rejected,Not Enrolled,No trainer capacity,2017,Yes,No,No,No,Application Drop-off
PTG-112901,Mombasa,Mombasa Girls in STEM,2022-09-05,18,Enrolled,Enrolled,Completed,N/A - Enrolled,2022,Yes,Yes,Yes,Yes,Enrolled
PTG-115203,Nakuru,Django Girls,2021-04-29,24,Applied Only - No Further Progress,Withdrawn,Not Enrolled,Session full / capacity reached,2021,Yes,No,No,No,Application Drop-off
PTG-110726,Nairobi,Codehack,2024-03-11,21,Enrolled,Enrolled,Dropped Out,N/A - Enrolled,2024,Yes,Yes,Yes,Yes,Enrolled
PTG-100718,Mombasa,Technovation,2021-01-26,27,Enrolled,Enrolled,Completed,N/A - Enrolled,2021,Yes,Yes,Yes,Yes,Enrolled
PTG-117879,Lamu,Technovation,2025-05-02,21,Applied Only - No Further Progress,Rejected,Not Enrolled,Device unavailable,2025,Yes,No,No,No,Application Drop-off
PTG-103111,Nakuru,Technovation,2019-01-17,17,Applied Only - No Further Progress,Withdrawn,Not Enrolled,Applicant withdrew,2019,Yes,No,No,No,Application Drop-off
PTG-107895,Mombasa,Technovation,2018-09-12,19,Applied Only - No Further Progress,Withdrawn,Not Enrolled,Ineligible (age/criteria),2018,Yes,No,No,No,Application Drop-off
PTG-116974,Kisumu,Africa Code Week,2024-10-06,22,Applied Only - No Further Progress,Rejected,Not Enrolled,Device unavailable,2024,Yes,No,No,No,Application Drop-off
PTG-110943,Lamu,Technovation,2023-10-18,24,Applied Only - No Further Progress,Withdrawn,Not Enrolled,No trainer capacity,2023,Yes,No,No,No,Application Drop-off
PTG-115431,Nairobi,STEM Cafe Kenya,2018-03-15,25,Enrolled,Enrolled,Completed,N/A - Enrolled,2018,Yes,Yes,Yes,Yes,Enrolled
PTG-112367,Lamu,Technovation,2022-04-19,17,Applied Only - No Further Progress,Withdrawn,Not Enrolled,Device unavailable,2022,Yes,No,No,No,Application Drop-off
PTG-107164,Nakuru,Mombasa Girls in STEM,2018-04-18,23,Interviewed - Not Enrolled,Rejected,Not Enrolled,No trainer capacity,2018,Yes,Yes,Yes,No,Interview Drop-off
PTG-105997,Nairobi,Technovation,2020-07-09,21,Applied Only - No Further Progress,Withdrawn,Not Enrolled,Failed screening,2020,Yes,No,No,No,Application Drop-off
PTG-101069,Lamu,Technovation,2019-12-06,23,Enrolled,Enrolled,Completed,N/A - Enrolled,2019,Yes,Yes,Yes,Yes,Enrolled
PTG-118981,Kisumu,Codehack,2023-02-20,17,Applied Only - No Further Progress,Rejected,Not Enrolled,Device unavailable,2023,Yes,No,No,No,Application Drop-off
PTG-117916,Mombasa,Codehack,2025-07-27,20,Screened - Not Interviewed,Rejected,Not Enrolled,Device unavailable,2025,Yes,Yes,No,No,Screening Drop-off
PTG-115513,Nakuru,Codehack,2019-11-23,23,Interviewed - Not Enrolled,Withdrawn,Not Enrolled,Applicant withdrew,2019,Yes,Yes,Yes,No,Interview Drop-off
PTG-104645,Nairobi,Technovation,2021-11-30,17,Applied Only - No Further Progress,Withdrawn,Not Enrolled,Session full / capacity reached,2021,Yes,No,No,No,Application Drop-off
PTG-112133,Mombasa,Africa Code Week,2025-03-05,17,Interviewed - Not Enrolled,Withdrawn,Not Enrolled,Device unavailable,2025,Yes,Yes,Yes,No,Interview Drop-off
PTG-111996,Mombasa,Mombasa Girls in STEM,2025-05-18,23,Enrolled,Enrolled,Completed,N/A - Enrolled,2025,Yes,Yes,Yes,Yes,Enrolled
PTG-120100,Kisumu,STEM Cafe Kenya,2015-12-15,17,Screened - Not Interviewed,Rejected,Not Enrolled,Session full / capacity reached,2015,Yes,Yes,No,No,Screening Drop-off
PTG-116036,Mombasa,STEM Cafe Kenya,2021-06-24,17,Screened - Not Interviewed,Rejected,Not Enrolled,No trainer capacity,2021,Yes,Yes,No,No,Screening Drop-off
PTG-106649,Mombasa,STEM Cafe Kenya,2021-06-03,20,Interviewed - Not Enrolled,Rejected,Not Enrolled,Session full / capacity reached,2021,Yes,Yes,Yes,No,Interview Drop-off
PTG-120189,Mombasa,Africa Code Week,2020-02-10,25,Enrolled,Enrolled,Completed,N/A - Enrolled,2020,Yes,Yes,Yes,Yes,Enrolled
PTG-105971,Mombasa,STEM Cafe Kenya,2018-04-04,21,Applied Only - No Further Progress,Rejected,Not Enrolled,Applicant withdrew,2018,Yes,No,No,No,Application Drop-off
PTG-113585,Mombasa,Mombasa Girls in STEM,2016-06-01,24,Enrolled,Enrolled,Dropped Out,N/A - Enrolled,2016,Yes,Yes,Yes,Yes,Enrolled
PTG-111815,Mombasa,Codehack,2017-07-12,19,Enrolled,Enrolled,Completed,N/A - Enrolled,2017,Yes,Yes,Yes,Yes,Enrolled
PTG-108677,Nairobi,STEM Cafe Kenya,2025-01-07,23,Screened - Not Interviewed,Rejected,Not Enrolled,Applicant withdrew,2025,Yes,Yes,No,No,Screening Drop-off
PTG-111945,Kisumu,Django Girls,2021-08-16,18,Applied Only - No Further Progress,Withdrawn,Not Enrolled,Ineligible (age/criteria),2021,Yes,No,No,No,Application Drop-off
PTG-101684,Kisumu,STEM Cafe Kenya,2026-02-14,24,Applied Only - No Further Progress,Rejected,Not Enrolled,Ineligible (age/criteria),2026,Yes,No,No,No,Application Drop-off
PTG-108623,Nairobi,Codehack,2024-11-17,20,Applied Only - No Further Progress,Withdrawn,Not Enrolled,Device unavailable,2024,Yes,No,No,No,Application Drop-off
PTG-108139,Mombasa,Codehack,2025-01-27,27,Applied Only - No Further Progress,Rejected,Not Enrolled,Device unavailable,2025,Yes,No,No,No,Application Drop-off
PTG-110783,Lamu,Africa Code Week,2018-11-27,19,Enrolled,Enrolled,Completed,N/A - Enrolled,2018,Yes,Yes,Yes,Yes,Enrolled
PTG-114052,Nairobi,Africa Code Week,2023-09-23,21,Applied Only - No Further Progress,Rejected,Not Enrolled,Device unavailable,2023,Yes,No,No,No,Application Drop-off
PTG-116141,Mombasa,Codehack,2025-08-03,27,Applied Only - No Further Progress,Withdrawn,Not Enrolled,Ineligible (age/criteria),2025,Yes,No,No,No,Application Drop-off
PTG-102586,Mombasa,Technovation,2022-05-03,19,Applied Only - No Further Progress,Rejected,Not Enrolled,No trainer capacity,2022,Yes,No,No,No,Application Drop-off
PTG-111206,Mombasa,Codehack,2020-07-24,21,Applied Only - No Further Progress,Rejected,Not Enrolled,Device unavailable,2020,Yes,No,No,No,Application Drop-off
